timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
2024-03-15T15:16:50,codecarbon,abba47fb-5f41-421b-882e-6c03eafde4ad,9293.260910749435,0.0109839510350848,1.181926466992852e-06,22.5,40.82,5.802017211914063,0.0580570896372199,0.116291512443353,0.0149189141182906,0.1892675161988637,France,FRA,occitanie,,,Linux-6.6.10-76060610-generic-x86_64-with-glibc2.35,3.10.13,2.2.2,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,1,1 x NVIDIA GeForce RTX 2060,1.4451,43.6046,15.4720458984375,machine,N
2024-03-15T18:49:59,codecarbon,7c02b606-3320-41ed-8ebe-4cc1c8e60e4e,9003.433190822601,0.010827598569033179,1.202607754125392e-06,22.5,63.305,5.8020172119140625,0.056245285493135455,0.11587334321074498,0.014454734652655014,0.18657336335653546,France,FRA,occitanie,,,Linux-6.6.10-76060610-generic-x86_64-with-glibc2.35,3.10.13,2.2.2,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,1,1 x NVIDIA GeForce RTX 2060,1.4451,43.6046,15.4720458984375,machine,N
